storm_id,relative_time,ocean,image_number,img_file_path,wind_speed
gme,118801,1,055,data/gme/gme_055.jpg,35
gme,120601,1,056,data/gme/gme_056.jpg,35
gme,122402,1,057,data/gme/gme_057.jpg,35
gme,124201,1,058,data/gme/gme_058.jpg,35
gme,126001,1,059,data/gme/gme_059.jpg,35
gme,129601,1,060,data/gme/gme_060.jpg,35
gme,131402,1,061,data/gme/gme_061.jpg,35
gme,133201,1,062,data/gme/gme_062.jpg,35
gme,135001,1,063,data/gme/gme_063.jpg,35
gme,136802,1,064,data/gme/gme_064.jpg,35
gme,140400,1,065,data/gme/gme_065.jpg,35
gme,142199,1,066,data/gme/gme_066.jpg,35
gme,144000,1,067,data/gme/gme_067.jpg,35
gme,145800,1,068,data/gme/gme_068.jpg,35
gme,147599,1,069,data/gme/gme_069.jpg,35
gme,151200,1,070,data/gme/gme_070.jpg,35
gme,153000,1,071,data/gme/gme_071.jpg,35
gme,154802,1,072,data/gme/gme_072.jpg,35
gme,156600,1,073,data/gme/gme_073.jpg,35
gme,158401,1,074,data/gme/gme_074.jpg,35
gme,162000,1,075,data/gme/gme_075.jpg,35
gme,163800,1,076,data/gme/gme_076.jpg,35
gme,165600,1,077,data/gme/gme_077.jpg,35
gme,167400,1,078,data/gme/gme_078.jpg,35
gme,169200,1,079,data/gme/gme_079.jpg,35
gme,172801,1,080,data/gme/gme_080.jpg,35
gme,174601,1,081,data/gme/gme_081.jpg,36
gme,176399,1,082,data/gme/gme_082.jpg,36
gme,178200,1,083,data/gme/gme_083.jpg,37
gme,180000,1,084,data/gme/gme_084.jpg,37
gme,183601,1,085,data/gme/gme_085.jpg,38
gme,185402,1,086,data/gme/gme_086.jpg,38
gme,187201,1,087,data/gme/gme_087.jpg,39
gme,189002,1,088,data/gme/gme_088.jpg,39
gme,190801,1,089,data/gme/gme_089.jpg,40
gme,194402,1,090,data/gme/gme_090.jpg,40
gme,196201,1,091,data/gme/gme_091.jpg,40
gme,198002,1,092,data/gme/gme_092.jpg,40
gme,199801,1,093,data/gme/gme_093.jpg,40
gme,201601,1,094,data/gme/gme_094.jpg,40
gme,205201,1,095,data/gme/gme_095.jpg,40
gme,207003,1,096,data/gme/gme_096.jpg,40
gme,208801,1,097,data/gme/gme_097.jpg,40
gme,210601,1,098,data/gme/gme_098.jpg,40
gme,212402,1,099,data/gme/gme_099.jpg,40
gme,216001,1,100,data/gme/gme_100.jpg,40
gme,217802,1,101,data/gme/gme_101.jpg,40
gme,219601,1,102,data/gme/gme_102.jpg,40
gme,221401,1,103,data/gme/gme_103.jpg,40
gme,223201,1,104,data/gme/gme_104.jpg,40
gme,226800,1,105,data/gme/gme_105.jpg,40
gme,228600,1,106,data/gme/gme_106.jpg,40
gme,230400,1,107,data/gme/gme_107.jpg,40
gme,232202,1,108,data/gme/gme_108.jpg,40
gme,234001,1,109,data/gme/gme_109.jpg,40
gme,237599,1,110,data/gme/gme_110.jpg,40
gme,239400,1,111,data/gme/gme_111.jpg,41
gme,241200,1,112,data/gme/gme_112.jpg,41
gme,242999,1,113,data/gme/gme_113.jpg,42
gme,244801,1,114,data/gme/gme_114.jpg,42
gme,248400,1,115,data/gme/gme_115.jpg,43
gme,250200,1,116,data/gme/gme_116.jpg,43
gme,251999,1,117,data/gme/gme_117.jpg,44
gme,253800,1,118,data/gme/gme_118.jpg,44
gme,255600,1,119,data/gme/gme_119.jpg,45
gme,259200,1,120,data/gme/gme_120.jpg,45
gme,261002,1,121,data/gme/gme_121.jpg,45
gme,262800,1,122,data/gme/gme_122.jpg,45
gme,264600,1,123,data/gme/gme_123.jpg,45
gme,266399,1,124,data/gme/gme_124.jpg,45
gme,270002,1,125,data/gme/gme_125.jpg,45
gme,271801,1,126,data/gme/gme_126.jpg,45
gme,273601,1,127,data/gme/gme_127.jpg,45
gme,275402,1,128,data/gme/gme_128.jpg,45
gme,277201,1,129,data/gme/gme_129.jpg,45
gme,280801,1,130,data/gme/gme_130.jpg,45
gme,282601,1,131,data/gme/gme_131.jpg,44
gme,284402,1,132,data/gme/gme_132.jpg,44
gme,286201,1,133,data/gme/gme_133.jpg,43
gme,288001,1,134,data/gme/gme_134.jpg,43
gme,291601,1,135,data/gme/gme_135.jpg,42
gme,293402,1,136,data/gme/gme_136.jpg,42
gme,295201,1,137,data/gme/gme_137.jpg,41
gme,297001,1,138,data/gme/gme_138.jpg,41
gme,298802,1,139,data/gme/gme_139.jpg,40
gme,302401,1,140,data/gme/gme_140.jpg,40
gme,304201,1,141,data/gme/gme_141.jpg,40
gme,306001,1,142,data/gme/gme_142.jpg,40
gme,307802,1,143,data/gme/gme_143.jpg,40
gme,309601,1,144,data/gme/gme_144.jpg,40
gme,313200,1,145,data/gme/gme_145.jpg,40
gme,315001,1,146,data/gme/gme_146.jpg,40
gme,316800,1,147,data/gme/gme_147.jpg,40
gme,318600,1,148,data/gme/gme_148.jpg,40
gme,320401,1,149,data/gme/gme_149.jpg,40
gme,324001,1,150,data/gme/gme_150.jpg,40
gme,325800,1,151,data/gme/gme_151.jpg,40
gme,327600,1,152,data/gme/gme_152.jpg,40
gme,329400,1,153,data/gme/gme_153.jpg,40
gme,331202,1,154,data/gme/gme_154.jpg,40
gme,334800,1,155,data/gme/gme_155.jpg,40
gme,336600,1,156,data/gme/gme_156.jpg,40
gme,338400,1,157,data/gme/gme_157.jpg,40
gme,340200,1,158,data/gme/gme_158.jpg,40
gme,342000,1,159,data/gme/gme_159.jpg,40
gme,345600,1,160,data/gme/gme_160.jpg,40
gme,347399,1,161,data/gme/gme_161.jpg,39
gme,349200,1,162,data/gme/gme_162.jpg,39
gme,351001,1,163,data/gme/gme_163.jpg,38
gme,352800,1,164,data/gme/gme_164.jpg,38
gme,356402,1,165,data/gme/gme_165.jpg,37
gme,358201,1,166,data/gme/gme_166.jpg,37
gme,360002,1,167,data/gme/gme_167.jpg,36
gme,361801,1,168,data/gme/gme_168.jpg,36
gme,363601,1,169,data/gme/gme_169.jpg,35
gme,367201,1,170,data/gme/gme_170.jpg,35
gme,369002,1,171,data/gme/gme_171.jpg,35
gme,370801,1,172,data/gme/gme_172.jpg,35
gme,372601,1,173,data/gme/gme_173.jpg,35
gme,374402,1,174,data/gme/gme_174.jpg,35
gme,378001,1,175,data/gme/gme_175.jpg,35
gme,379802,1,176,data/gme/gme_176.jpg,35
gme,381601,1,177,data/gme/gme_177.jpg,35
gme,383402,1,178,data/gme/gme_178.jpg,35
gme,385201,1,179,data/gme/gme_179.jpg,35
gme,388802,1,180,data/gme/gme_180.jpg,35
gme,390601,1,181,data/gme/gme_181.jpg,35
gme,392401,1,182,data/gme/gme_182.jpg,35
gme,394201,1,183,data/gme/gme_183.jpg,35
gme,396001,1,184,data/gme/gme_184.jpg,35
gme,399600,1,185,data/gme/gme_185.jpg,35
gme,401400,1,186,data/gme/gme_186.jpg,35
gme,403202,1,187,data/gme/gme_187.jpg,35
gme,405000,1,188,data/gme/gme_188.jpg,35
gme,406800,1,189,data/gme/gme_189.jpg,35
gme,410401,1,190,data/gme/gme_190.jpg,35
gme,412202,1,191,data/gme/gme_191.jpg,35
gme,414000,1,192,data/gme/gme_192.jpg,35
gme,415800,1,193,data/gme/gme_193.jpg,35
gme,417600,1,194,data/gme/gme_194.jpg,35
gme,421200,1,195,data/gme/gme_195.jpg,35
gme,423000,1,196,data/gme/gme_196.jpg,35
gme,424801,1,197,data/gme/gme_197.jpg,35
gme,426600,1,198,data/gme/gme_198.jpg,35
gme,428399,1,199,data/gme/gme_199.jpg,35
gme,432000,1,200,data/gme/gme_200.jpg,35
gme,433800,1,201,data/gme/gme_201.jpg,35
gme,435600,1,202,data/gme/gme_202.jpg,35
gme,439202,1,203,data/gme/gme_203.jpg,35
gme,442801,1,204,data/gme/gme_204.jpg,35
gme,444601,1,205,data/gme/gme_205.jpg,35
gme,446402,1,206,data/gme/gme_206.jpg,35
gme,448201,1,207,data/gme/gme_207.jpg,35
gme,450001,1,208,data/gme/gme_208.jpg,35
wsy,0,1,000,data/wsy/wsy_000.jpg,25
wsy,1800,1,001,data/wsy/wsy_001.jpg,25
wsy,3600,1,002,data/wsy/wsy_002.jpg,25
wsy,5400,1,003,data/wsy/wsy_003.jpg,25
wsy,7202,1,004,data/wsy/wsy_004.jpg,25
wsy,10801,1,005,data/wsy/wsy_005.jpg,25
wsy,12600,1,006,data/wsy/wsy_006.jpg,25
wsy,14400,1,007,data/wsy/wsy_007.jpg,25
wsy,16200,1,008,data/wsy/wsy_008.jpg,25
wsy,18000,1,009,data/wsy/wsy_009.jpg,25
wsy,21600,1,010,data/wsy/wsy_010.jpg,25
wsy,23400,1,011,data/wsy/wsy_011.jpg,25
wsy,25200,1,012,data/wsy/wsy_012.jpg,25
wsy,26999,1,013,data/wsy/wsy_013.jpg,25
wsy,28801,1,014,data/wsy/wsy_014.jpg,25
wsy,32401,1,015,data/wsy/wsy_015.jpg,25
wsy,34201,1,016,data/wsy/wsy_016.jpg,25
wsy,36002,1,017,data/wsy/wsy_017.jpg,25
wsy,37801,1,018,data/wsy/wsy_018.jpg,25
wsy,39601,1,019,data/wsy/wsy_019.jpg,25
wsy,43201,1,020,data/wsy/wsy_020.jpg,25
wsy,45003,1,021,data/wsy/wsy_021.jpg,25
wsy,46801,1,022,data/wsy/wsy_022.jpg,25
wsy,48601,1,023,data/wsy/wsy_023.jpg,25
wsy,50402,1,024,data/wsy/wsy_024.jpg,25
wsy,54002,1,025,data/wsy/wsy_025.jpg,25
wsy,55801,1,026,data/wsy/wsy_026.jpg,25
wsy,57601,1,027,data/wsy/wsy_027.jpg,25
wsy,59402,1,028,data/wsy/wsy_028.jpg,25
wsy,61201,1,029,data/wsy/wsy_029.jpg,25
wsy,64802,1,030,data/wsy/wsy_030.jpg,25
wsy,66601,1,031,data/wsy/wsy_031.jpg,25
wsy,68401,1,032,data/wsy/wsy_032.jpg,25
wsy,70201,1,033,data/wsy/wsy_033.jpg,25
wsy,72001,1,034,data/wsy/wsy_034.jpg,25
wsy,75600,1,035,data/wsy/wsy_035.jpg,25
wsy,77400,1,036,data/wsy/wsy_036.jpg,25
wsy,79202,1,037,data/wsy/wsy_037.jpg,25
wsy,81001,1,038,data/wsy/wsy_038.jpg,25
wsy,82800,1,039,data/wsy/wsy_039.jpg,25
wsy,86400,1,040,data/wsy/wsy_040.jpg,25
wsy,88200,1,041,data/wsy/wsy_041.jpg,25
wsy,90000,1,042,data/wsy/wsy_042.jpg,25
wsy,91800,1,043,data/wsy/wsy_043.jpg,25
wsy,93600,1,044,data/wsy/wsy_044.jpg,25
wsy,97202,1,045,data/wsy/wsy_045.jpg,25
wsy,99001,1,046,data/wsy/wsy_046.jpg,25
wsy,100801,1,047,data/wsy/wsy_047.jpg,25
wsy,102600,1,048,data/wsy/wsy_048.jpg,25
wsy,104399,1,049,data/wsy/wsy_049.jpg,25
wsy,108000,1,050,data/wsy/wsy_050.jpg,25
wsy,109800,1,051,data/wsy/wsy_051.jpg,26
wsy,111600,1,052,data/wsy/wsy_052.jpg,26
wsy,113402,1,053,data/wsy/wsy_053.jpg,27
wsy,115200,1,054,data/wsy/wsy_054.jpg,27
wsy,118801,1,055,data/wsy/wsy_055.jpg,28
wsy,120601,1,056,data/wsy/wsy_056.jpg,28
wsy,122402,1,057,data/wsy/wsy_057.jpg,29
wsy,124201,1,058,data/wsy/wsy_058.jpg,29
wsy,126001,1,059,data/wsy/wsy_059.jpg,30
wsy,129601,1,060,data/wsy/wsy_060.jpg,30
wsy,131402,1,061,data/wsy/wsy_061.jpg,31
wsy,133201,1,062,data/wsy/wsy_062.jpg,31
wsy,135003,1,063,data/wsy/wsy_063.jpg,32
wsy,136802,1,064,data/wsy/wsy_064.jpg,32
wsy,140401,1,065,data/wsy/wsy_065.jpg,33
wsy,142202,1,066,data/wsy/wsy_066.jpg,33
wsy,144001,1,067,data/wsy/wsy_067.jpg,34
wsy,145802,1,068,data/wsy/wsy_068.jpg,34
wsy,147601,1,069,data/wsy/wsy_069.jpg,35
wsy,151202,1,070,data/wsy/wsy_070.jpg,35
wsy,153001,1,071,data/wsy/wsy_071.jpg,36
wsy,154801,1,072,data/wsy/wsy_072.jpg,36
wsy,156602,1,073,data/wsy/wsy_073.jpg,37
wsy,158401,1,074,data/wsy/wsy_074.jpg,37
wsy,161999,1,075,data/wsy/wsy_075.jpg,38
wsy,163800,1,076,data/wsy/wsy_076.jpg,38
wsy,165600,1,077,data/wsy/wsy_077.jpg,39
wsy,167400,1,078,data/wsy/wsy_078.jpg,39
wsy,169201,1,079,data/wsy/wsy_079.jpg,40
wsy,172800,1,080,data/wsy/wsy_080.jpg,41
wsy,174600,1,081,data/wsy/wsy_081.jpg,42
wsy,176399,1,082,data/wsy/wsy_082.jpg,43
wsy,178200,1,083,data/wsy/wsy_083.jpg,43
wsy,180000,1,084,data/wsy/wsy_084.jpg,44
wsy,183600,1,085,data/wsy/wsy_085.jpg,46
wsy,185402,1,086,data/wsy/wsy_086.jpg,47
wsy,187200,1,087,data/wsy/wsy_087.jpg,48
wsy,189001,1,088,data/wsy/wsy_088.jpg,48
wsy,190800,1,089,data/wsy/wsy_089.jpg,49
wsy,194400,1,090,data/wsy/wsy_090.jpg,51
wsy,196200,1,091,data/wsy/wsy_091.jpg,52
wsy,198000,1,092,data/wsy/wsy_092.jpg,53
wsy,201600,1,093,data/wsy/wsy_093.jpg,54
wsy,205202,1,094,data/wsy/wsy_094.jpg,56
wsy,207001,1,095,data/wsy/wsy_095.jpg,57
wsy,208802,1,096,data/wsy/wsy_096.jpg,58
wsy,210601,1,097,data/wsy/wsy_097.jpg,58
wsy,212401,1,098,data/wsy/wsy_098.jpg,59
wsy,216001,1,099,data/wsy/wsy_099.jpg,61
wsy,217801,1,100,data/wsy/wsy_100.jpg,62
wsy,219604,1,101,data/wsy/wsy_101.jpg,63
wsy,221401,1,102,data/wsy/wsy_102.jpg,63
wsy,223202,1,103,data/wsy/wsy_103.jpg,64
wsy,226801,1,104,data/wsy/wsy_104.jpg,66
wsy,228602,1,105,data/wsy/wsy_105.jpg,67
wsy,230401,1,106,data/wsy/wsy_106.jpg,68
wsy,232201,1,107,data/wsy/wsy_107.jpg,68
wsy,234002,1,108,data/wsy/wsy_108.jpg,69
wsy,237602,1,109,data/wsy/wsy_109.jpg,71
wsy,239401,1,110,data/wsy/wsy_110.jpg,72
wsy,241201,1,111,data/wsy/wsy_111.jpg,73
wsy,243002,1,112,data/wsy/wsy_112.jpg,73
wsy,244801,1,113,data/wsy/wsy_113.jpg,74
wsy,248400,1,114,data/wsy/wsy_114.jpg,76
wsy,250200,1,115,data/wsy/wsy_115.jpg,77
wsy,252000,1,116,data/wsy/wsy_116.jpg,78
wsy,253799,1,117,data/wsy/wsy_117.jpg,78
wsy,255600,1,118,data/wsy/wsy_118.jpg,79
wsy,259200,1,119,data/wsy/wsy_119.jpg,81
wsy,261000,1,120,data/wsy/wsy_120.jpg,83
wsy,262800,1,121,data/wsy/wsy_121.jpg,84
wsy,264600,1,122,data/wsy/wsy_122.jpg,85
wsy,266400,1,123,data/wsy/wsy_123.jpg,86
wsy,270000,1,124,data/wsy/wsy_124.jpg,89
wsy,271800,1,125,data/wsy/wsy_125.jpg,90
wsy,273600,1,126,data/wsy/wsy_126.jpg,91
wsy,275402,1,127,data/wsy/wsy_127.jpg,93
wsy,277200,1,128,data/wsy/wsy_128.jpg,94
wsy,280800,1,129,data/wsy/wsy_129.jpg,97
wsy,282602,1,130,data/wsy/wsy_130.jpg,98
wsy,284401,1,131,data/wsy/wsy_131.jpg,100
wsy,286200,1,132,data/wsy/wsy_132.jpg,102
wsy,287999,1,133,data/wsy/wsy_133.jpg,103
wsy,291602,1,134,data/wsy/wsy_134.jpg,107
wsy,293401,1,135,data/wsy/wsy_135.jpg,108
wsy,295201,1,136,data/wsy/wsy_136.jpg,110
wsy,297002,1,137,data/wsy/wsy_137.jpg,112
wsy,298801,1,138,data/wsy/wsy_138.jpg,113
wsy,302401,1,139,data/wsy/wsy_139.jpg,117
wsy,304201,1,140,data/wsy/wsy_140.jpg,118
wsy,306002,1,141,data/wsy/wsy_141.jpg,120
wsy,307801,1,142,data/wsy/wsy_142.jpg,122
wsy,309601,1,143,data/wsy/wsy_143.jpg,123
wsy,313201,1,144,data/wsy/wsy_144.jpg,127
wsy,315002,1,145,data/wsy/wsy_145.jpg,128
wsy,316801,1,146,data/wsy/wsy_146.jpg,130
wsy,318601,1,147,data/wsy/wsy_147.jpg,132
wsy,320402,1,148,data/wsy/wsy_148.jpg,133
wsy,324001,1,149,data/wsy/wsy_149.jpg,135
wsy,325802,1,150,data/wsy/wsy_150.jpg,134
wsy,327601,1,151,data/wsy/wsy_151.jpg,134
wsy,329402,1,152,data/wsy/wsy_152.jpg,133
wsy,331201,1,153,data/wsy/wsy_153.jpg,133
wsy,334800,1,154,data/wsy/wsy_154.jpg,132
wsy,336600,1,155,data/wsy/wsy_155.jpg,132
wsy,338400,1,156,data/wsy/wsy_156.jpg,131
wsy,340200,1,157,data/wsy/wsy_157.jpg,131
wsy,342000,1,158,data/wsy/wsy_158.jpg,130
wsy,345599,1,159,data/wsy/wsy_159.jpg,130
wsy,347401,1,160,data/wsy/wsy_160.jpg,129
wsy,349200,1,161,data/wsy/wsy_161.jpg,129
wsy,351000,1,162,data/wsy/wsy_162.jpg,128
wsy,352800,1,163,data/wsy/wsy_163.jpg,128
wsy,356400,1,164,data/wsy/wsy_164.jpg,127
wsy,358200,1,165,data/wsy/wsy_165.jpg,127
wsy,360000,1,166,data/wsy/wsy_166.jpg,126
wsy,361800,1,167,data/wsy/wsy_167.jpg,126
wsy,363601,1,168,data/wsy/wsy_168.jpg,125
wsy,367200,1,169,data/wsy/wsy_169.jpg,125
wsy,369000,1,170,data/wsy/wsy_170.jpg,124
wsy,370800,1,171,data/wsy/wsy_171.jpg,124
wsy,372601,1,172,data/wsy/wsy_172.jpg,123
wsy,374402,1,173,data/wsy/wsy_173.jpg,123
wsy,378000,1,174,data/wsy/wsy_174.jpg,122
wsy,379801,1,175,data/wsy/wsy_175.jpg,122
wsy,381603,1,176,data/wsy/wsy_176.jpg,121
wsy,383402,1,177,data/wsy/wsy_177.jpg,121
wsy,385201,1,178,data/wsy/wsy_178.jpg,120
wsy,388802,1,179,data/wsy/wsy_179.jpg,120
wsy,390601,1,180,data/wsy/wsy_180.jpg,120
wsy,392402,1,181,data/wsy/wsy_181.jpg,120
wsy,394201,1,182,data/wsy/wsy_182.jpg,120
wsy,396001,1,183,data/wsy/wsy_183.jpg,120
wsy,399601,1,184,data/wsy/wsy_184.jpg,120
wsy,401402,1,185,data/wsy/wsy_185.jpg,120
wsy,403202,1,186,data/wsy/wsy_186.jpg,120
wsy,405001,1,187,data/wsy/wsy_187.jpg,120
wsy,406802,1,188,data/wsy/wsy_188.jpg,120
wsy,410401,1,189,data/wsy/wsy_189.jpg,120
wsy,412202,1,190,data/wsy/wsy_190.jpg,120
wsy,414001,1,191,data/wsy/wsy_191.jpg,120
wsy,415801,1,192,data/wsy/wsy_192.jpg,120
wsy,417602,1,193,data/wsy/wsy_193.jpg,120
wsy,421200,1,194,data/wsy/wsy_194.jpg,120
wsy,422999,1,195,data/wsy/wsy_195.jpg,120
wsy,424800,1,196,data/wsy/wsy_196.jpg,120
wsy,426600,1,197,data/wsy/wsy_197.jpg,120
wsy,428400,1,198,data/wsy/wsy_198.jpg,120
wsy,432002,1,199,data/wsy/wsy_199.jpg,120
wsy,433800,1,200,data/wsy/wsy_200.jpg,121
wsy,435601,1,201,data/wsy/wsy_201.jpg,121
wsy,437399,1,202,data/wsy/wsy_202.jpg,122
wsy,439200,1,203,data/wsy/wsy_203.jpg,122
wsy,442800,1,204,data/wsy/wsy_204.jpg,123
wsy,444600,1,205,data/wsy/wsy_205.jpg,123
wsy,446400,1,206,data/wsy/wsy_206.jpg,124
wsy,448200,1,207,data/wsy/wsy_207.jpg,124
wsy,450000,1,208,data/wsy/wsy_208.jpg,125
wsy,453600,1,209,data/wsy/wsy_209.jpg,125
wsy,455400,1,210,data/wsy/wsy_210.jpg,126
wsy,457199,1,211,data/wsy/wsy_211.jpg,126
wsy,459000,1,212,data/wsy/wsy_212.jpg,127
wsy,460800,1,213,data/wsy/wsy_213.jpg,127
wsy,464401,1,214,data/wsy/wsy_214.jpg,128
wsy,466200,1,215,data/wsy/wsy_215.jpg,128
wsy,468000,1,216,data/wsy/wsy_216.jpg,129
wsy,469803,1,217,data/wsy/wsy_217.jpg,129
wsy,471601,1,218,data/wsy/wsy_218.jpg,130
wsy,475202,1,219,data/wsy/wsy_219.jpg,130
wsy,477001,1,220,data/wsy/wsy_220.jpg,130
wsy,478801,1,221,data/wsy/wsy_221.jpg,130
wsy,480602,1,222,data/wsy/wsy_222.jpg,130
wsy,482401,1,223,data/wsy/wsy_223.jpg,130
wsy,486001,1,224,data/wsy/wsy_224.jpg,130
wsy,487801,1,225,data/wsy/wsy_225.jpg,130
wsy,489602,1,226,data/wsy/wsy_226.jpg,130
wsy,491401,1,227,data/wsy/wsy_227.jpg,130
wsy,493201,1,228,data/wsy/wsy_228.jpg,130
wsy,496801,1,229,data/wsy/wsy_229.jpg,130
wsy,498602,1,230,data/wsy/wsy_230.jpg,130
wsy,500401,1,231,data/wsy/wsy_231.jpg,130
wsy,502201,1,232,data/wsy/wsy_232.jpg,130
wsy,504002,1,233,data/wsy/wsy_233.jpg,130
wsy,507601,1,234,data/wsy/wsy_234.jpg,130
wsy,509401,1,235,data/wsy/wsy_235.jpg,130
wsy,511200,1,236,data/wsy/wsy_236.jpg,130
wsy,513000,1,237,data/wsy/wsy_237.jpg,130
wsy,514799,1,238,data/wsy/wsy_238.jpg,130
wsy,518400,1,239,data/wsy/wsy_239.jpg,130
wsy,520200,1,240,data/wsy/wsy_240.jpg,129
wsy,522002,1,241,data/wsy/wsy_241.jpg,129
wsy,523801,1,242,data/wsy/wsy_242.jpg,128
wsy,525600,1,243,data/wsy/wsy_243.jpg,128
wsy,529201,1,244,data/wsy/wsy_244.jpg,127
wsy,531000,1,245,data/wsy/wsy_245.jpg,127
wsy,532800,1,246,data/wsy/wsy_246.jpg,126
wsy,534599,1,247,data/wsy/wsy_247.jpg,126
wsy,536400,1,248,data/wsy/wsy_248.jpg,125
wsy,540000,1,249,data/wsy/wsy_249.jpg,125
wsy,541801,1,250,data/wsy/wsy_250.jpg,124
wsy,543600,1,251,data/wsy/wsy_251.jpg,124
wsy,545400,1,252,data/wsy/wsy_252.jpg,123
wsy,547200,1,253,data/wsy/wsy_253.jpg,123
wsy,550801,1,254,data/wsy/wsy_254.jpg,122
wsy,552602,1,255,data/wsy/wsy_255.jpg,122
wsy,554401,1,256,data/wsy/wsy_256.jpg,121
wsy,556200,1,257,data/wsy/wsy_257.jpg,121
wsy,558002,1,258,data/wsy/wsy_258.jpg,120
wsy,561602,1,259,data/wsy/wsy_259.jpg,120
wsy,563401,1,260,data/wsy/wsy_260.jpg,119
wsy,565201,1,261,data/wsy/wsy_261.jpg,119
wsy,567002,1,262,data/wsy/wsy_262.jpg,118
wsy,568801,1,263,data/wsy/wsy_263.jpg,118
wsy,572402,1,264,data/wsy/wsy_264.jpg,117
wsy,574201,1,265,data/wsy/wsy_265.jpg,117
wsy,576002,1,266,data/wsy/wsy_266.jpg,116
wsy,577801,1,267,data/wsy/wsy_267.jpg,116
wsy,579601,1,268,data/wsy/wsy_268.jpg,115
wsy,583201,1,269,data/wsy/wsy_269.jpg,114
wsy,585001,1,270,data/wsy/wsy_270.jpg,113
wsy,586802,1,271,data/wsy/wsy_271.jpg,112
wsy,588601,1,272,data/wsy/wsy_272.jpg,112
wsy,590401,1,273,data/wsy/wsy_273.jpg,111
wsy,594000,1,274,data/wsy/wsy_274.jpg,109
wsy,595800,1,275,data/wsy/wsy_275.jpg,108
wsy,597600,1,276,data/wsy/wsy_276.jpg,107
wsy,599400,1,277,data/wsy/wsy_277.jpg,107
wsy,601200,1,278,data/wsy/wsy_278.jpg,106
wsy,604800,1,279,data/wsy/wsy_279.jpg,105
wsy,606600,1,280,data/wsy/wsy_280.jpg,105
wsy,608400,1,281,data/wsy/wsy_281.jpg,105
wsy,610202,1,282,data/wsy/wsy_282.jpg,105
wsy,612000,1,283,data/wsy/wsy_283.jpg,105
wsy,615600,1,284,data/wsy/wsy_284.jpg,105
wsy,617400,1,285,data/wsy/wsy_285.jpg,105
wsy,619200,1,286,data/wsy/wsy_286.jpg,105
wsy,621000,1,287,data/wsy/wsy_287.jpg,105
wsy,622800,1,288,data/wsy/wsy_288.jpg,105
wsy,626399,1,289,data/wsy/wsy_289.jpg,105
wsy,628200,1,290,data/wsy/wsy_290.jpg,104
wsy,630001,1,291,data/wsy/wsy_291.jpg,104
wsy,631800,1,292,data/wsy/wsy_292.jpg,103
